handle,title,vendor,formattedcode,formattedcodeunique,gram,qty,price,archived,archivedon,addedon,lastfetcheddate
bronze-5-e7506-turlington-american-exotics,"Hardwood Bronze 5"" E7506 TURLINGTON AMERICAN EXOTICS",bruce,E7506,bruce-E7506,20865.24902,10000,195.72,,,,
natural-3-e7300-turlington-american-exotics,"Hardwood Natural 3"" E7300 TURLINGTON AMERICAN EXOTICS",bruce,E7300,bruce-E7300,20865.24902,10000,170.52,,,,
toasted-sesame-5-e7509-turlington-american-exotics,"Hardwood Toasted Sesame 5"" E7509 TURLINGTON AMERICAN EXOTICS",bruce,E7509,bruce-E7509,20865.24902,10000,195.72,,,,
toasted-sesame-3-e7309-turlington-american-exotics,"Hardwood Toasted Sesame 3"" E7309 TURLINGTON AMERICAN EXOTICS",bruce,E7309,bruce-E7309,20865.24902,10000,170.52,,,,
clove-5-e3670-turlington-american-exotics,"Clove 5"" E3670 TURLINGTON AMERICAN EXOTICS",bruce,E3670,bruce-E3670,20865.24902,10000,181.72,,,,
derby-5-e3662-turlington-american-exotics,"Derby 5"" E3662 TURLINGTON AMERICAN EXOTICS",bruce,E3662,bruce-E3662,20865.24902,10000,181.72,,,,
natural-5-e3600-turlington-american-exotics,"Hardwood Natural 5"" E3600 TURLINGTON AMERICAN EXOTICS",bruce,E3600,bruce-E3600,20865.24902,10000,181.72,,,,
derby-3-e3562-turlington-american-exotics,"Derby 3"" E3562 TURLINGTON AMERICAN EXOTICS",bruce,E3562,bruce-E3562,20865.24902,10000,123.2,,,,
cherry-5-e558z-turlington,"Hardwood Cherry 5"" E558Z Turlington",bruce,E558Z,bruce-E558Z,19958.06428,10000,152.7,,,,
butterscotch-5-e556z-turlington,"Hardwood Butterscotch 5"" E556Z TURLINGTON",bruce,E556Z,bruce-E556Z,19958.06428,10000,152.7,,,,
butterscotch-3-e536z-turlington,"Hardwood Butterscotch 3"" E536Z TURLINGTON",bruce,E536Z,bruce-E536Z,19958.06428,10000,134.7,,,,
woodstock-3-e537z-turlington,"Hardwood Woodstock 3"" E537Z TURLINGTON",bruce,E537Z,bruce-E537Z,19958.06428,10000,134.7,,,,
woodstock-5-e557z-turlington,"Hardwood Woodstock 5"" E557Z TURLINGTON",bruce,E557Z,bruce-E557Z,19958.06428,10000,152.7,,,,
harvest-5-e554z-turlington,"Hardwood Harvest 5"" E554Z TURLINGTON",bruce,E554Z,bruce-E554Z,19958.06428,10000,152.7,,,,
cherry-3-e538z-turlington,"Hardwood Cherry 3"" E538Z TURLINGTON",bruce,E538Z,bruce-E538Z,19958.06428,10000,134.7,,,,
gunstock-3-e531z-turlington,"Hardwood Gunstock 3"" E531Z TURLINGTON",bruce,E531Z,bruce-E531Z,19958.06428,10000,134.7,,,,
saddle-3-eb5275pz-springdale-plank,"Hardwood Saddle 3"" EB5275PZ SPRINGDALE PLANK",bruce,EB5275PZ,bruce-EB5275PZ,17236.51006,10000,104.75,,,,
butterscotch-3-eb5265pz-sprongdale-plank,"Hardwood Butterscotch 3"" EB5265PZ SPRINGDALE PLANK",bruce,EB5265PZ,bruce-EB5265PZ,17236.51006,10000,104.75,,,,
mellow-brown-3-eb5255pz-springdale-plank,"Hardwood Mellow Brown 3"" EB5255PZ SPRINGDALE PLANK",bruce,EB5255PZ,bruce-EB5255PZ,17236.51006,10000,104.75,,,,
gunstock-3-eb5215pz-springdale-plank,"Hardwood Gunstock 3"" EB5215PZ SPRINGDALE PLANK",bruce,EB5215PZ,bruce-EB5215PZ,17236.51006,10000,104.75,,,,
toast-3-eb5205pz-springdale-plank,"Hardwood Toast 3"" EB5205PZ SPRINGDALE PLANK",bruce,EB5205PZ,bruce-EB5205PZ,17236.51006,10000,104.75,,,,
forest-land-5-sbkss59l406h-signature-scrape,"Forest Land 5"" SBKSS59L406H SIGNATURE SCRAPE",bruce,SBKSS59L406H,bruce-SBKSS59L406H,30844.28116,10000,183.07,,,,
gunstock-5-sbkss59l404h-signature-scrape,"Hardwood Gunstock 5"" SBKSS59L404H SIGNATURE SCRAPE",bruce,SBKSS59L404H,bruce-SBKSS59L404H,30844.28116,10000,183.07,,,,
coastal-plain-5-sbkss59l402h-signature-scrape,"Coastal Plain 5"" SBKSS59L402H SIGNATURE SCRAPE",bruce,SBKSS59L402H,bruce-SBKSS59L402H,30844.28116,10000,183.07,,,,
snow-peak-5-sbkss59l401h-signature-scrape,"Hardwood Snow Peak 5"" SBKSS59L401H SIGNATURE SCRAPE",bruce,SBKSS59L401H,bruce-SBKSS59L401H,30844.28116,10000,183.07,,,,
sierra-2-1-4-high-gloss-c5062-natural-choice,"Hardwood Sierra 2 1/4"" High Gloss C5062 NATURAL CHOICE",bruce,C5062,bruce-C5062,20865.24902,10000,259.6,,,,
sierra-2-1-4-low-gloss-c5062lg-natural-choice,"Hardwood Sierra 2 1/4"" Low Gloss C5062LG NATURAL CHOICE",bruce,C5062LG,bruce-C5062LG,20865.24902,10000,259.6,,,,
desert-natural-2-1-4-low-gloss-c5061lg-natural-choice,"Desert Natural 2 1/4"" Low Gloss C5061LG NATURAL CHOICE",bruce,C5061LG,bruce-C5061LG,20865.24902,10000,259.6,,,,
desert-natural-2-1-4-high-gloss-c5061-natural-choice,"Desert Natural 2 1/4"" High Gloss C5061 NATURAL CHOICE",bruce,C5061,bruce-C5061,20865.24902,10000,259.6,,,,
walnut-2-1-4-high-gloss-c5031-natural-choice,"Hardwood Walnut 2 1/4"" High Gloss C5031 NATURAL CHOICE",bruce,C5031,bruce-C5031,20865.24902,10000,259.6,,,,
walnut-2-1-4-low-gloss-c5031lg-natural-choice,"Hardwood Walnut 2 1/4"" Low Gloss C5031LG NATURAL CHOICE",bruce,C5031LG,bruce-C5031LG,20865.24902,10000,259.6,,,,
cherry-2-1-4-high-gloss-c5028-natural-choice,"Hardwood Cherry 2 1/4"" High Gloss C5028 NATURAL CHOICE",bruce,C5028,bruce-C5028,20865.24902,10000,259.6,,,,
cherry-2-1-4-low-gloss-c5028lg-natural-choice,"Hardwood Cherry 2 1/4"" Low Gloss C5028LG NATURAL CHOICE",bruce,C5028LG,bruce-C5028LG,20865.24902,10000,259.6,,,,
butter-rum-toffee-2-1-4-low-gloss-c5216lg-natural-choice,"Hardwood Butter Rum/Toffee 2 1/4"" Low Gloss C5216LG NATURAL CHOICE",bruce,C5216LG,bruce-C5216LG,20865.24902,10000,259.6,,,,
butter-rum-toffee-2-1-4-high-gloss-c5216-natural-choice,"Hardwood Butter Rum/Toffee 2 1/4"" High Gloss C5216 NATURAL CHOICE",bruce,C5216,bruce-C5216,20865.24902,10000,259.6,,,,
mellow-2-1-4-low-gloss-c5014lg-natural-choice,"Hardwood Mellow 2 1/4"" Low Gloss C5014LG NATURAL CHOICE",bruce,C5014LG,bruce-C5014LG,20865.24902,10000,259.6,,,,
mellow-2-1-4-high-gloss-c5014-natural-choice,"Hardwood Mellow 2 1/4"" High Gloss C5014 NATURAL CHOICE",bruce,C5014,bruce-C5014,20865.24902,10000,259.6,,,,
spice-2-1-4-low-gloss-c5012lg-natural-choice,"Hardwood Spice 2 1/4"" Low Gloss C5012LG NATURAL CHOICE",bruce,C5012LG,bruce-C5012LG,20865.24902,10000,259.6,,,,
spice-2-1-4-high-gloss-c5012-natural-choice,"Hardwood Spice 2 1/4"" High Gloss C5012 NATURAL CHOICE",bruce,C5012,bruce-C5012,20865.24902,10000,259.6,,,,
gunstock-2-1-4-c5011lg-natural-choice,"Gunstock 2 1/4"" C5011LG NATURAL CHOICE",bruce,C5011LG,bruce-C5011LG,20865.24902,10000,259.6,,,,
gunstock-2-1-4-high-gloss-c5011-natural-choice,"Gunstock 2 1/4"" High Gloss C5011 Natural Choice",bruce,C5011,bruce-C5011,20865.24902,10000,259.6,,,,
natural-2-1-4-low-gloss-c5010lg-natural-choice,"Hardwood Natural 2 1/4"" Low Gloss C5010LG NATURAL CHOICE",bruce,C5010LG,bruce-C5010LG,20865.24902,10000,259.6,,,,
cherry-2-1-4-c218-manchester-strip,"Hardwood Cherry 2 1/4"" C218 MANCHESTER STRIP",bruce,C218,bruce-C218,25401.17272,10000,139.8,,,,
cherry-3-1-4-c1218-manchester-plank,"Hardwood Cherry 3 1/4"" C1218 MANCHESTER PLANK",bruce,C1218,bruce-C1218,28122.72694,10000,164.78,,,,
saddle-3-1-4-c1217-manchester-plank,Hardwood Saddle 3 1/4 C1217 MANCHESTER PLANK,bruce,C1217,bruce-C1217,28122.72694,10000,164.78,,,,
saddle-2-1-4-c217-manchester-strip,"Hardwood Saddle 2 1/4"" C217 MANCHESTER STRIP",bruce,C217,bruce-C217,25401.17272,10000,139.8,,,,
butterscotch-3-1-4-c1216-manchester-plank,"Hardwood Butterscotch 3 1/4"" C1216 MANCHESTER PLANK",bruce,C1216,bruce-C1216,28122.72694,10000,164.78,,,,
butterscotch-2-1-4-c216-manchester-strip,"Hardwood Butterscotch 2 1/4"" C216 MANCHESTER STRIP",bruce,C216,bruce-C216,25401.17272,10000,139.8,,,,
gunstock-3-1-4-c1211-manchester-plank,"Gunstock 3 1/4"" C1211 MANCHESTER PLANK",bruce,C1211,bruce-C1211,28122.72694,10000,164.78,,,,
gunstock-2-1-4-c211-manchester-strip,Gunstock 2 1/4 C211 MANCHESTER STRIP,bruce,C211,bruce-C211,25401.17272,10000,139.8,,,,
natural-3-1-4-c1210-manchester-plank,Hardwood Natural 3 1/4 C1210 MANCHESTER PLANK,bruce,C1210,bruce-C1210,28122.72694,10000,164.78,,,,
natural-2-1-4-c210-manchester-strip,"Hardwood Natural 2 1/4"" C210 MANCHESTER STRIP",bruce,C210,bruce-C210,25401.17272,10000,139.8,,,,
cappuccino-5-cm5745-kennedale-prestige-plank,"Hardwood Cappuccino 5"" CM5745 KENNEDALE PRESTIGE PLANK",bruce,CM5745,bruce-CM5745,33565.83538,10000,213.62,,,,
cappuccino-3-1-4-cm3745-kennedale-prestige-plank,Hardwood Cappuccino 3 1/4 CM3745 KENNEDALE PRESTIGE PLANK,bruce,CM3745,bruce-CM3745,27215.5422,10000,186.78,,,,
sumatra-5-cm5735-kennedale-prestige-plank,"Hardwood Sumatra 5"" CM5735 KENNEDALE PRESTIGE PLANK",bruce,CM5735,bruce-CM5735,33565.83538,10000,213.62,,,,
sumatra-3-1-4-cm3735-kennedale-prestige-plank,"Hardwood Sumatra 3 1/4"" CM3735 KENNEDALE PRESTIGE PLANK",bruce,CM3735,bruce-CM3735,27215.5422,10000,186.78,,,,
cinnamon-3-1-4-cm3733-kennedale-prestige-plank,"Hardwood Cinnamon 3 1/4"" CM3733 KENNEDALE PRESTIGE PLANK",bruce,CM3733,bruce-CM3733,27215.5422,10000,186.78,,,,
cinnamon-4-cm4733-kennedale-prestige-plank,"Hardwood Cinnamon 4"" CM4733 KENNEDALE PRESTIGE PLANK",bruce,CM4733,bruce-CM4733,26761.94983,10000,162.62,,,,
cherry-3-1-4-cm3728-kennedale-prestige-plank,"Hardwood Cherry 3 1/4"" CM3728 KENNEDALE PRESTIGE PLANK",bruce,CM3728,bruce-CM3728,27215.5422,10000,186.78,,,,
cherry-4-cm4728-kennedale-prestige-plank,"Hardwood Cherry 4"" CM4728 KENNEDALE PRESTIGE PLANK",bruce,CM4728,bruce-CM4728,26761.94983,10000,162.62,,,,
natural-4-cm4700-kennedale-prestige-plank,"Hardwood Natural 4"" CM4700 KENNEDALE PRESTIGE PLANK",bruce,CM4700,bruce-CM4700,26761.94983,10000,162.62,,,,
natural-3-1-4-cm3700-kennedale-prestige-plank,"Hardwood Natural 3 1/4"" CM3700 KENNEDALE PRESTIGE PLANK",bruce,CM3700,bruce-CM3700,27215.5422,10000,186.78,,,,
cappuccino-2-1-4-cm745-kennedale-strip,"Hardwood Cappuccino 2 1/4"" CM745 KENNEDALE STRIP",bruce,CM745,bruce-CM745,25401.17272,10000,159.8,,,,
cherry-2-1-4-cm728-kennedale-strip,"Hardwood Cherry 2 1/4"" CM728 KENNEDALE STRIP",bruce,CM728,bruce-CM728,25401.17272,10000,159.8,,,,
sumatra-2-1-4-cm735-kennedale-strip,"Hardwood Sumatra 2 1/4"" CM735 KENNEDALE STRIP",bruce,CM735,bruce-CM735,25401.17272,10000,159.8,,,,
cinnamon-2-1-4-cm733-kennedale-strip,"Hardwood Cinnamon 2 1/4"" CM733 KENNEDALE STRIP",bruce,CM733,bruce-CM733,25401.17272,10000,159.8,,,,
natural-2-1-4-cm700-kennedale-strip,"Hardwood Natural 2 1/4"" CM700 KENNEDALE STRIP",bruce,CM700,bruce-CM700,25401.17272,10000,159.8,,,,
fawn-2-1-4-low-gloss-cb1334lg-fulton,"Fawn 2 1/4"" Low Gloss CB1334LG Fulton",bruce,CB1334LG,bruce-CB1334LG,25401.17272,10000,169.8,,,,
fawn-3-1-4-high-gloss-cb1534-fulton,"Fawn 3 1/4"" High Gloss CB1534 Fulton",bruce,CB1534,bruce-CB1534,28122.72694,10000,193.38,,,,
seashell-3-1-4-cb1530-fulton,"Hardwood Seashell 3 1/4"" CB1530 Fulton",bruce,CB1530,bruce-CB1530,28122.72694,10000,193.38,,,,
cherry-3-1-4-cb1528-fulton,"Hardwood Cherry 3 1/4"" CB1528 Fulton",bruce,CB1528,bruce-CB1528,28122.72694,10000,193.38,,,,
saddle-2-1-4-low-gloss-cb1327lg-fulton,"Hardwood Saddle 2 1/4"" Low Gloss CB1327LG Fulton",bruce,CB1327LG,bruce-CB1327LG,25401.17272,10000,169.8,,,,
saddle-2-1-4-high-gloss-cb1327-fulton,"Hardwood Saddle 2 1/4"" High Gloss CB1327 Fulton",bruce,CB1327,bruce-CB1327,25401.17272,10000,169.8,,,,
butterscotch-3-1-4-high-gloss-cb1526-fulton,"Hardwood Butterscotch 3 1/4"" High Gloss CB1526 Fulton",bruce,CB1526,bruce-CB1526,28122.72694,10000,193.38,,,,
butterscotch-2-1-4-low-gloss-cb1326lg-fulton,"Hardwood Butterscotch 2 1/4"" Low Gloss CB1326LG Fulton",bruce,CB1326LG,bruce-CB1326LG,28122.72694,10000,193.38,,,,
spice-2-1-4-cb1324-fulton,"Hardwood Spice 2 1/4"" CB1324 Fulton",bruce,CB1324,bruce-CB1324,28122.72694,10000,193.38,,,,
winter-white-3-1-4-cb1523-fulton,"Hardwood Winter White 3 1/4"" CB1523 Fulton",bruce,CB1523,bruce-CB1523,28122.72694,10000,193.38,,,,
winter-white-2-1-4-high-gloss-cb1323-fulton,"Hardwood Winter White 2 1/4"" High Gloss CB1323 Fulton",bruce,CB1323,bruce-CB1323,25401.17272,10000,169.8,,,,
gunstock-2-1-4-cb1321-fulton,"Gunstock 2 1/4"" CB1321 Fulton",bruce,CB1321,bruce-CB1321,28122.72694,10000,193.38,,,,
gunstock-2-1-4-low-gloss-cb1321lg-fulton,"Gunstock 2 1/4"" Low Gloss CB1321LG Fulton",bruce,CB1321LG,bruce-CB1321LG,25401.17272,10000,169.8,,,,
natural-2-1-4-low-gloss-cb1320lg-frontier,"Hardwood Natural 2 1/4"" Low Gloss CB1320LG Frontier",bruce,CB1320LG,bruce-CB1320LG,0,0,0,,,,
natural-2-1-4-high-gloss-cb1320-fulton,"Hardwood Natural 2 1/4"" High Gloss CB1320 Fulton",bruce,CB1320,bruce-CB1320,25401.17272,10000,169.8,,,,
color-brushed-sahara-sand-5-eel5250-frontier,"Color Brushed Sahara Sand 5"" EEL5250 Frontier",bruce,EEL5250,bruce-EEL5250,22679.6185,10000,271.26,,,,
color-brushed-tumbleweed-5-eel5204-frontier,"Color Brushed Tumbleweed 5"" EEL5204 Frontier",bruce,EEL5204,bruce-EEL5204,22679.6185,10000,271.26,,,,
color-brushed-light-mocha-5-eel5203-frontier,"Color Brushed Light Mocha 5"" EEL5203 Frontier",bruce,EEL5203,bruce-EEL5203,22679.6185,10000,271.26,,,,
bison-5-eel5202-frontier,"Hardwood Bison 5"" EEL5202 Frontier",bruce,EEL5202,bruce-EEL5202,0,0,0,,,,
tahoe-5-eel5201-frontier,"Hardwood Tahoe 5"" EEL5201 Frontier",bruce,EEL5201,bruce-EEL5201,0,0,0,,,,
golden-brown-5-eel5200-frontier,"Golden Brown 5"" EEL5200 Frontier",bruce,EEL5200,bruce-EEL5200,0,0,0,,,,
mocha-4-cb4277-dundee,"Hardwood Mocha 4"" CB4277 Dundee",bruce,CB4277,bruce-CB4277,23586.80324,10000,151.52,,,,
mocha-3-1-4-cb1277-dundee,"Hardwood Mocha 3 1/4"" CB1277 Dundee",bruce,CB1277,bruce-CB1277,28122.72694,10000,153.8,,,,
mocha-2-1-4-cb277-dundee,"Hardwood Mocha 2 1/4"" CB277 Dundee",bruce,CB277,bruce-CB277,25401.17272,10000,147.8,,,,
mocha-5-cb5277-dundee,"Hardwood Mocha 5"" CB5277 Dundee",bruce,CB5277,bruce-CB5277,29937.09642,10000,225.37,,,,
espresso-2-1-4-cb275-dundee,"Espresso 2 1/4"" CB275 Dundee",bruce,CB275,bruce-CB275,25401.17272,10000,147.8,,,,
espresso-3-1-4-cb1275-dundee,"Espresso 3 1/4"" CB1275 Dundee",bruce,CB1275,bruce-CB1275,28122.72694,10000,169.18,,,,
fawn-3-1-4-cb1234-dundee,"Fawn 3 1/4"" CB1234 Dundee",bruce,CB1234,bruce-CB1234,28122.72694,10000,169.18,,,,
fawn-2-1-4-cb234-dundee,"Fawn 2 1/4"" CB234 Dundee",bruce,CB234,bruce-CB234,25401.17272,10000,147.8,,,,
dune-2-1-4-cb232-dundee,"Dune 2 1/4"" CB232 Dundee",bruce,CB232,bruce-CB232,25401.17272,10000,147.8,,,,
dune-3-1-4-cb1232-dundee,"Dune 3 1/4"" CB1232 Dundee",bruce,CB1232,bruce-CB1232,28122.72694,10000,169.18,,,,
seashell-2-1-4-cb230-dundee,"Hardwood Seashell 2 1/4"" CB230 Dundee",bruce,CB230,bruce-CB230,25401.17272,10000,147.8,,,,
seashell-3-1-4-cb1230-dundee,"Hardwood Seashell 3 1/4"" CB1230 Dundee",bruce,CB1230,bruce-CB1230,28122.72694,10000,169.18,,,,
cherry-4-cb4218-dundee,"Hardwood Cherry 4"" CB4218 Dundee",bruce,CB4218,bruce-CB4218,23586.80324,10000,151.52,,,,
cherry-3-1-4-cb1218-dundee,"Hardwood Cherry 3 1/4"" CB1218 Dundee",bruce,CB1218,bruce-CB1218,28122.72694,10000,169.18,,,,
cherry-2-1-4-cb218-dundee,"Hardwood Cherry 2 1/4"" CB218 Dundee",bruce,CB218,bruce-CB218,25401.17272,10000,147.8,,,,
cherry-5-cb5218-dundee,"Hardwood Cherry 5"" CB5218 Dundee",bruce,CB5218,bruce-CB5218,29937.09642,10000,225.37,,,,
saddle-4-cb4217-dundee,"Hardwood Saddle 4"" CB4217 Dundee",bruce,CB4217,bruce-CB4217,23586.80324,10000,151.52,,,,
saddle-5-cb5217-dundee,"Hardwood Saddle 5"" CB5217 Dundee",bruce,CB5217,bruce-CB5217,29937.09642,10000,225.37,,,,
saddle-2-1-4-cb217-dundee,"Hardwood Saddle 2 1/4"" CB217 Dundee",bruce,CB217,bruce-CB217,25401.17272,10000,147.8,,,,
saddle-3-1-4-cb1217-dundee,"Hardwood Saddle 3 1/4"" CB1217 Dundee",bruce,CB1217,bruce-CB1217,28122.72694,10000,169.18,,,,
butterscotch-5-cb5216-dundee,"Hardwood Butterscotch 5"" CB5216 Dundee",bruce,CB5216,bruce-CB5216,29937.09642,10000,225.37,,,,
butterscotch-4-cb4216-dundee,"Butterscotch 4"" CB4216 Dundee",bruce,CB4216,bruce-CB4216,23586.80324,10000,151.52,,,,
butterscotch-2-1-4-cb216-dundee,"Hardwood Butterscotch 2 1/4"" CB216 Dundee",bruce,CB216,bruce-CB216,25401.17272,10000,147.8,,,,
butterscotch-3-1-4-cb1216-dundee,"Hardwood Butterscotch 3 1/4"" CB1216 Dundee",bruce,CB1216,bruce-CB1216,28122.72694,10000,169.18,,,,
spice-2-1-4-cb214-dundee,"Hardwood Spice 2 1/4"" CB214 Dundee",bruce,CB214,bruce-CB214,25401.17272,10000,147.8,,,,
spice-3-1-4-cb1214-dundee,"Hardwood Spice 3 1/4"" CB1214 Dundee",bruce,CB1214,bruce-CB1214,28122.72694,10000,169.18,,,,
gunstock-3-1-4-cb1211-dundee,"Hardwood Gunstock 3 1/4"" CB1211 Dundee",bruce,CB1211,bruce-CB1211,28122.72694,10000,169.18,,,,
gunstock-5-cb5211-dundee,"Hardwood Gunstock 5"" CB5211 Dundee",bruce,CB5211,bruce-CB5211,29937.09642,10000,225.37,,,,
gunstock-4-cb4211-dundee,"Hardwood Gunstock 4"" CB4211 Dundee",bruce,CB4211,bruce-CB4211,23586.80324,10000,151.52,,,,
gunstock-2-1-4-cb211-dundee,"Gunstock 2 1/4"" CB211 DUNDEE",bruce,CB211,bruce-CB211,25401.17272,10000,147.8,,,,
natural-3-1-4-cb1210-dundee,"Hardwood Natural 3 1/4"" CB1210 Dundee",bruce,CB1210,bruce-CB1210,28122.72694,10000,169.18,,,,
natural-5-cb5210-dundee,"Hardwood Natural 5"" CB5210 Dundee",bruce,CB5210,bruce-CB5210,29937.09642,10000,225.37,,,,
natural-2-1-4-cb210-dundee,"Hardwood Natural 2 1/4"" CB210 DUNDEE",bruce,CB210,bruce-CB210,25401.17272,10000,147.8,,,,
natural-4-cb4210-dundee,"Hardwood Natural 4"" CB4210 DUNDEE",bruce,CB4210,bruce-CB4210,23586.80324,10000,151.52,,,,
deep-etched-starry-night-5-ebkbi53l405w-brushed-impressions,"Deep Etched Starry Night 5"" EBKBI53L405W BRUSHED IMPRESSIONS",bruce,EBKBI53L405W,bruce-EBKBI53L405W,22679.6185,10000,271.26,,,,
limed-shadowy-twilight-5-ebkbi53l403w-brushed-impressions,"Hardwood Limed Shadowy Twilight 5"" EBKBI53L403W BRUSHED IMPRESSIONS",bruce,EBKBI53L403W,bruce-EBKBI53L403W,22679.6185,10000,271.26,,,,
limed-natural-light-5-ebkbi53l401w-brushed-impressions,"Hardwood Limed Natural Light 5"" EBKBI53L401W BRUSHED IMPRESSIONS",bruce,EBKBI53L401W,bruce-EBKBI53L401W,22679.6185,10000,271.26,,,,
deep-etched-parisian-cafe-5-ebhbi53l405w-brushed-impressions,"Deep Etched Parisian Cafe 5"" EBHBI53L405W BRUSHED IMPRESSIONS",bruce,EBHBI53L405W,bruce-EBHBI53L405W,22679.6185,10000,271.26,,,,
deep-etched-garden-bridge-5-ebhbi53l404w-brushed-impressions,"Deep Etched Garden Bridge 5"" EBHBI53L404W BRUSHED IMPRESSIONS",bruce,EBHBI53L404W,bruce-EBHBI53L404W,22679.6185,10000,271.26,,,,
deep-etched-haystack-5-ebhbi53l403w-brushed-impressions,"Deep Etched Haystack 5"" EBHBI53L403W BRUSHED IMPRESSIONS",bruce,EBHBI53L403W,bruce-EBHBI53L403W,22679.6185,10000,271.26,,,,
deep-etched-golden-summer-5-ebhbi53l402w-brushed-impressions,"Deep Etched Golden Summer 5"" EBHBI53L402W BRUSHED IMPRESSIONS",bruce,EBHBI53L402W,bruce-EBHBI53L402W,22679.6185,10000,271.26,,,,
limed-riverside-walk-5-ebhbi53l401w-brushed-impressions,"Hardwood Limed Riverside Walk 5"" EBHBI53L401W BRUSHED IMPRESSIONS",bruce,EBHBI53L401W,bruce-EBHBI53L401W,22679.6185,10000,271.26,,,,
smokey-topaz-5-c5778-american-treasures,"Hardwood Smokey Topaz 5"" C5778 AMERICAN TREASURES",bruce,C5778,bruce-C5778,36287.3896,10000,218.32,,,,
smokey-topaz-4-c4778-american-treasures,"Hardwood Smokey Topaz 4"" C4778 AMERICAN TREASURES",bruce,C4778,bruce-C4778,28576.31931,10000,166.32,,,,
oxford-brown-5-c5717-american-treasures,"Hardwood Oxford Brown 5"" C5717 AMERICAN TREASURES",bruce,C5717,bruce-C5717,36287.3896,10000,218.32,,,,
oxford-brown-4-c4717-american-treasures,"Hardwood Oxford Brown 4"" C4717 AMERICAN TREASURES",bruce,C4717,bruce-C4717,28576.31931,10000,166.32,,,,
frontier-shadow-3-1-4-c0789-american-treasures,"Frontier Shadow 3 1/4"" C0789 AMERICAN TREASURES",bruce,C0789,bruce-C0789,31751.4659,10000,186.78,,,,
frontier-shadow-2-1-4-c0689-american-treasures,"Frontier Shadow 2 1/4"" C0689 AMERICAN TREASURES",bruce,C0689,bruce-C0689,29483.50405,10000,163.8,,,,
plymouth-brown-3-1-4-c0788-american-treasures,"Hardwood Plymouth Brown 3 1/4"" C0788 American Treasures",bruce,C0788,bruce-C0788,31751.4659,10000,186.78,,,,
plymouth-brown-2-1-4-c0688-american-treasures,"Hardwood Plymouth Brown 2 1/4 "" C0688 American Treasures",bruce,C0688,bruce-C0688,29483.50405,10000,163.8,,,,
country-natural-2-1-4-c0610-american-treasures,"Country Natural 2 1/4"" C0610 American Treasures",bruce,C0610,bruce-C0610,29483.50405,10000,163.8,,,,
country-natural-5-c5710-american-treasures,"Country Natural 5"" C5710 American Treasures",bruce,C5710,bruce-C5710,36287.3896,10000,218.32,,,,
country-natural-4-c4710-american-treasures,"Country Natural 4"" C4710 American Treasures",bruce,C4710,bruce-C4710,28576.31931,10000,166.32,,,,
country-natural-3-1-4-c0710-american-treasures,"Country Natural 3 1/4"" C0710 American Treasures",bruce,C0710,bruce-C0710,31751.4659,10000,186.78,,,,
maple-sunset-quarter-round,Maple Sunset Quarter Round,urbanfloor,Maple Sunset Quarter Round,urbanfloor-Maple Sunset Quarter Round,18143.6948,1000000,29.99,,,,
duchess10,Duchess,urbanfloor,Duchess,urbanfloor-Duchess,0,0,0,,,,
elephant147,Elephant,urbanfloor,Elephant,urbanfloor-Elephant,0,0,0,,,,
chancellor23,Chancellor,urbanfloor,Chancellor,urbanfloor-Chancellor,0,0,0,,,,
yosemite33,Yosemite,urbanfloor,Yosemite,urbanfloor-Yosemite,0,0,0,,,,
ithaca106,Ithaca,urbanfloor,Ithaca,urbanfloor-Ithaca,0,0,0,,,,
maple-legacy55,Maple Legacy,urbanfloor,Maple Legacy,urbanfloor-Maple Legacy,0,0,0,,,,
toccoa58,Toccoa,urbanfloor,Toccoa,urbanfloor-Toccoa,0,0,0,,,,
degas81,Degas,urbanfloor,Degas,urbanfloor-Degas,0,0,0,,,,
kaaterskill91,Kaaterskill,urbanfloor,Kaaterskill,urbanfloor-Kaaterskill,0,0,0,,,,
maple-huntington22,Maple Huntington,urbanfloor,Maple Huntington,urbanfloor-Maple Huntington,0,0,0,,,,
maldives45,Maldives,urbanfloor,Maldives,urbanfloor-Maldives,0,0,0,,,,
oak-washington145,Oak Washington,urbanfloor,Oak Washington,urbanfloor-Oak Washington,0,0,0,,,,
biarritz6,Biarritz,urbanfloor,Biarritz,urbanfloor-Biarritz,0,0,0,,,,
velden42,Velden,urbanfloor,Velden,urbanfloor-Velden,0,0,0,,,,
vail96,Vail,urbanfloor,Vail,urbanfloor-Vail,0,0,0,,,,
walnut-apache43,Walnut Apache,urbanfloor,Walnut Apache,urbanfloor-Walnut Apache,0,0,0,,,,
bermuda126,Bermuda,urbanfloor,Bermuda,urbanfloor-Bermuda,0,0,0,,,,
calabria101,Calabria,urbanfloor,Calabria,urbanfloor-Calabria,0,0,0,,,,
brindisi121,Brindisi,urbanfloor,Brindisi,urbanfloor-Brindisi,0,0,0,,,,
galago76,Galago,urbanfloor,Galago,urbanfloor-Galago,0,0,0,,,,
capri24,Capri,urbanfloor,Capri,urbanfloor-Capri,0,0,0,,,,
papeete13,Papeete,urbanfloor,Papeete,urbanfloor-Papeete,0,0,0,,,,
birch-mulberry59,Birch Mulberry,urbanfloor,Birch Mulberry,urbanfloor-Birch Mulberry,0,0,0,,,,
spokane51,Spokane,urbanfloor,Spokane,urbanfloor-Spokane,0,0,0,,,,
